Place,Hotel Name,Latitude,Longitude,Rating,Description,Price,Activity
Bengaluru,Comfort Bengaluru Lodge 197,10.0753,82.759718,4.7,"WiFi, Spa services, Gym, 24/7 Room service, Business center, Child-friendly, Laundry service, Bar, Free parking, Swimming pool",11239.0,"Taj Mahal Visit, Rock Garden Visit, Backwater Cruise"
Pune,Cozy Pune Palace 169,18.544772,73.72159,4.7,"Free breakfast, WiFi, Mini bar, Free parking, Airport shuttle, Child-friendly, TV with cable",15886.0,"Marina Beach Walk, Cultural Shows, Nightlife"
Bengaluru,Elegant Bengaluru Suites 305,28.394893,75.746872,3.1,"Spa services, Balcony view, AC, Free parking, Free breakfast, WiFi, Restaurant",12103.0,"Desert Safari, Heritage Walk, General Sightseeing"
Bengaluru,Luxury Bengaluru Lodge 276,22.55549,73.025358,3.4,"Child-friendly, TV with cable, Swimming pool, Laundry service, 24/7 Room service, Conference room, WiFi, Balcony view",16116.0,"Taj Mahal Visit, Toy Train Ride, Sightseeing"
Mumbai,Comfort Mumbai Retreat 99,19.031396,72.853659,3.3,"Coffee maker, Free breakfast, Airport shuttle, AC, Bar, Business center, Free parking",16807.0,"Cave Exploration, General Sightseeing, Fort Visits"
Bengaluru,Royal Bengaluru Hotel 265,32.906256,71.43154,4.0,"AC, Conference room, Bar, Free parking, Pet-friendly, TV with cable, WiFi, 24/7 Room service, Airport shuttle",7336.0,"Kayaking, General Sightseeing, Beach Walk"
Mumbai,Grand Mumbai Retreat 39,19.212713,72.964117,4.6,"24/7 Room service, Free breakfast, Mini bar, Airport shuttle, Restaurant, Pet-friendly",2261.0,"Desert Safari, Meditation, Street Food"
Bengaluru,Luxury Bengaluru Retreat 414,30.660385,74.020296,3.8,"Airport shuttle, Business center, Gym, Free parking, Child-friendly, Coffee maker, Free breakfast, Pet-friendly",17175.0,"Boat Ride on Ganges, Food Tasting, Surfing"
Mumbai,Elite Mumbai Retreat 349,18.911478,72.921426,4.0,"Pet-friendly, Child-friendly, Spa services, Business center, Airport shuttle, Restaurant, WiFi",1048.0,"Lake Boating, Paragliding, Local Cuisine"
Pune,Royal Pune Retreat 445,18.56748,73.811102,4.4,"Mini bar, Free parking, Swimming pool, AC, Pet-friendly, Spa services",17879.0,"Boating, Toy Train Ride, Nightlife"
Pune,Serene Pune Haven 313,18.542969,73.96124,4.7,"Balcony view, AC, Restaurant, TV with cable, Free parking",4529.0,"Paragliding, Museum Tours, Cultural Tours"
Pune,Grand Pune Palace 350,18.651875,73.817726,4.8,"Gym, Coffee maker, Business center, Swimming pool, Free breakfast, Mini bar, Laundry service, Bar, Restaurant",17621.0,"Desert Safari, Street Food Tasting, Trekking"
Mumbai,Elegant Mumbai Retreat 402,19.169928,72.873297,3.3,"Laundry service, Balcony view, Coffee maker, Child-friendly, Mini bar, Gym, Pet-friendly",14780.0,"Heritage Walk, Swimming, Marina Beach Walk"
Mumbai,Cozy Mumbai Resort 117,19.108748,72.75761,3.7,"Gym, Mini bar, AC, 24/7 Room service, Coffee maker",4272.0,"Palace Tours, Lake Boating, Cultural Shows"
Bengaluru,Cozy Bengaluru Lodge 469,26.381065,79.376109,4.6,"Laundry service, Free breakfast, Coffee maker, Bar, TV with cable, Child-friendly, 24/7 Room service, Balcony view, Spa services, Restaurant",5219.0,"Beach Walk, Rock Garden Visit, Boat Tours"
Bengaluru,Elegant Bengaluru Retreat 280,18.888085,81.028311,4.4,"Gym, Airport shuttle, Free breakfast, Swimming pool, Laundry service",17164.0,"Swimming, Food Tasting, Cave Exploration"
Bengaluru,Comfort Bengaluru Palace 85,29.144498,81.463211,3.3,"Bar, Swimming pool, Business center, Airport shuttle, Conference room, Spa services",11337.0,"Marina Beach Walk, Lake Boating, Tech Park Tours"
Bengaluru,Comfort Bengaluru Suites 470,22.588497,79.6963,3.9,"TV with cable, Business center, Free parking, 24/7 Room service, Child-friendly, Balcony view, Laundry service",15948.0,"Paragliding, Skiing, Local Cuisine"
Bengaluru,Comfort Bengaluru Retreat 84,30.011558,72.300949,3.1,"WiFi, Business center, Conference room, Balcony view, Laundry service, Pet-friendly, Mini bar",11424.0,"Trekking, Sightseeing, Surfing"
Bengaluru,Serene Bengaluru Retreat 328,14.661058,73.892493,4.8,"Laundry service, Bar, Spa services, Gym, Swimming pool, Balcony view",17512.0,"Beach Walk, Cultural Tours, Shopping"
Bengaluru,Luxury Bengaluru Suites 49,21.46718,79.250302,3.1,"Free breakfast, Balcony view, Mini bar, Restaurant, Laundry service, Spa services, Conference room, Swimming pool, Child-friendly, 24/7 Room service",8740.0,"Street Food Tasting, River Cruise, Kayaking"
Mumbai,Heritage Mumbai Lodge 300,19.267056,72.903985,3.4,"Restaurant, Coffee maker, Free breakfast, Laundry service, Child-friendly, WiFi, Business center, Balcony view, Swimming pool",1226.0,"River Cruise, Boat Tours, Desert Safari"
Bengaluru,Royal Bengaluru Hotel 352,20.654322,84.974252,4.1,"Balcony view, Swimming pool, 24/7 Room service, Conference room, AC, Child-friendly, Spa services, Bar, Pet-friendly, Gym",19106.0,"Backwater Cruise, Museum Visits, River Cruise"
Pune,Elegant Pune Inn 283,18.417568,73.861489,3.5,"Spa services, Restaurant, Laundry service, Gym, Free parking, Balcony view, AC, Child-friendly, Bar",2891.0,"Boat Ride on Ganges, Tech Park Tours, Museum Visits"
Mumbai,Grand Mumbai Retreat 433,19.013463,72.873649,4.0,"Business center, Conference room, Pet-friendly, Swimming pool, Balcony view, Mini bar, TV with cable, Restaurant, AC, Laundry service",14021.0,"Relaxing, Fort Visits, Shopping"
Bengaluru,Grand Bengaluru Palace 427,30.237658,74.911529,4.5,"WiFi, Restaurant, Swimming pool, Pet-friendly, 24/7 Room service, Balcony view, Mini bar, Free breakfast, Free parking, Bar",17006.0,"Fishing, Historical Tours, Skiing"
Bengaluru,Serene Bengaluru Retreat 178,10.899163,70.561594,4.3,"Restaurant, Gym, Airport shuttle, Bar, WiFi, Child-friendly, Conference room",14051.0,"Taj Mahal Visit, Heritage Walks, Boat Ride on Ganges"
Bengaluru,Elegant Bengaluru Resort 466,25.377876,85.99776,3.6,"Free parking, Coffee maker, Mini bar, Conference room, Swimming pool, AC",16945.0,"Cultural Shows, Taj Mahal Visit, Lake Boating"
Mumbai,Elite Mumbai Resort 401,19.098565,72.764546,3.8,"Coffee maker, Conference room, Laundry service, AC, TV with cable, Gym, Airport shuttle",6984.0,"Tech Park Tours, Boating, Heritage Walks"
Bengaluru,Serene Bengaluru Retreat 256,30.912528,77.892227,3.6,"Conference room, WiFi, Coffee maker, Free parking, Mini bar",3029.0,"Cultural Shows, Paragliding, General Sightseeing"
Bengaluru,Luxury Bengaluru Resort 319,19.638272,76.796611,3.1,"Child-friendly, Spa services, Conference room, Swimming pool, TV with cable",14972.0,"Tech Park Tours, Cultural Shows, Street Food"
Pune,Comfort Pune Palace 326,18.503416,73.960629,4.1,"AC, Airport shuttle, WiFi, Free parking, Bar, Business center, Laundry service, Restaurant",1397.0,"Cave Exploration, Swimming, Surfing"
Mumbai,Luxury Mumbai Suites 422,19.176508,72.935706,4.0,"Coffee maker, Free breakfast, Mini bar, WiFi, Laundry service, Gym",11633.0,"General Sightseeing, Historical Tours, Camping"
Bengaluru,Grand Bengaluru Resort 29,27.975344,72.132977,3.5,"TV with cable, Restaurant, Mini bar, Free parking, Child-friendly, Conference room",18731.0,"Backwater Cruise, Camping, Toy Train Ride"
Mumbai,Luxury Mumbai Retreat 479,19.147565,72.77054,4.4,"Airport shuttle, Pet-friendly, Spa services, Coffee maker, Business center, TV with cable, Mini bar",13348.0,"Toy Train Ride, Boating, Skiing"
Pune,Royal Pune Palace 25,18.419616,73.752577,4.3,"Free parking, Spa services, AC, TV with cable, WiFi, Mini bar, Child-friendly, Coffee maker, Airport shuttle, Conference room",12401.0,"Heritage Walks, Relaxing, Palace Tours"
Bengaluru,Luxury Bengaluru Suites 414,34.443511,79.668195,3.3,"Coffee maker, AC, Bar, Business center, Laundry service",5945.0,"Shopping, Museum Tours, Surfing"
Bengaluru,Elegant Bengaluru Suites 313,30.799731,82.546994,5.0,"TV with cable, Balcony view, 24/7 Room service, Coffee maker, Mini bar",9636.0,"Fishing, Backwater Cruise, Nightlife"
Bengaluru,Comfort Bengaluru Resort 250,10.501092,86.536984,4.2,"Free parking, Restaurant, Spa services, TV with cable, Free breakfast",1705.0,"Backwater Cruise, Paragliding, Shopping"
Pune,Cozy Pune Suites 27,18.464193,73.883347,4.3,"Balcony view, Bar, Spa services, Child-friendly, Business center, Conference room, Airport shuttle, 24/7 Room service",6040.0,"Meditation, Nightlife, Trekking"
Pune,Elite Pune Inn 82,18.672804,73.806649,4.2,"Gym, AC, Coffee maker, Swimming pool, Balcony view, Spa services",10865.0,"Nightlife, Relaxing, Heritage Walk"
Mumbai,Grand Mumbai Haven 171,19.006287,72.869887,4.8,"Child-friendly, AC, Laundry service, Balcony view, Restaurant, Coffee maker, WiFi, Pet-friendly",3130.0,"Boat Tours, Street Food Tasting, Toy Train Ride"
Pune,Royal Pune Haven 137,18.403035,73.760099,3.1,"Laundry service, Gym, Swimming pool, Restaurant, Mini bar, Free parking, Spa services",6712.0,"Tech Park Tours, Backwater Cruise, Boating"
Mumbai,Cozy Mumbai Villa 263,18.895746,72.946559,3.2,"Child-friendly, Pet-friendly, Free breakfast, 24/7 Room service, Airport shuttle, Free parking, TV with cable, Laundry service, WiFi",8215.0,"Kayaking, Museum Visits, Fishing"
Mumbai,Cozy Mumbai Lodge 426,18.979902,72.943199,4.1,"Balcony view, WiFi, Mini bar, Conference room, Swimming pool",18749.0,"Paragliding, Heritage Walks, Cultural Shows"
Mumbai,Elite Mumbai Suites 474,18.962255,72.768653,4.0,"Balcony view, Laundry service, Pet-friendly, Swimming pool, Child-friendly, Coffee maker, Spa services, Gym, Restaurant",5053.0,"Museum Visits, Boat Tours, River Cruise"
Bengaluru,Comfort Bengaluru Inn 265,16.750682,84.628738,4.1,"Balcony view, WiFi, 24/7 Room service, Restaurant, Business center, Mini bar, Swimming pool, Airport shuttle, Bar, Free breakfast",2001.0,"Toy Train Ride, Swimming, Trekking"
Bengaluru,Elegant Bengaluru Villa 37,30.98182,81.194154,3.9,"Free parking, Mini bar, Spa services, Bar, Pet-friendly, Business center, WiFi, 24/7 Room service, Child-friendly, Coffee maker",7364.0,"Lake Boating, Camping, Nightlife"
Bengaluru,Cozy Bengaluru Haven 44,29.195913,70.13744,3.1,"24/7 Room service, Gym, WiFi, Swimming pool, Free breakfast, Laundry service",2069.0,"Museum Tours, Museum Visits, Skiing"
Bengaluru,Heritage Bengaluru Lodge 419,13.963312,89.430184,4.3,"AC, Mini bar, Gym, Child-friendly, Airport shuttle, Laundry service",5301.0,"Food Tasting, Palace Tours, Backwater Cruise"
Mumbai,Grand Mumbai Suites 139,19.256788,72.926501,4.4,"Child-friendly, Balcony view, Laundry service, Swimming pool, Business center, WiFi, Bar",12451.0,"Skiing, Shopping, River Cruise"
Mumbai,Luxury Mumbai Lodge 341,19.248413,72.948781,4.0,"Gym, Laundry service, Airport shuttle, WiFi, Mini bar, Business center, Child-friendly, Pet-friendly",4630.0,"Swimming, Palace Tours, Heritage Walk"
Bengaluru,Cozy Bengaluru Inn 260,13.720627,87.346687,4.1,"TV with cable, Gym, Pet-friendly, Bar, Swimming pool",13756.0,"Food Tasting, Local Cuisine, Lake Boating"
Mumbai,Cozy Mumbai Retreat 166,19.192391,72.8005,3.7,"Mini bar, Free parking, Airport shuttle, Laundry service, WiFi, 24/7 Room service",17805.0,"Street Food, Swimming, Cultural Shows"
Pune,Royal Pune Haven 122,18.502247,73.940387,3.8,"Bar, Restaurant, Mini bar, Child-friendly, Balcony view, Conference room, AC",10463.0,"Fort Visits, Lake Boating, Cave Exploration"
Mumbai,Elegant Mumbai Villa 492,19.131203,72.818361,4.3,"Mini bar, Coffee maker, Child-friendly, Balcony view, Conference room",11627.0,"Shopping, General Sightseeing, Boat Ride on Ganges"
Pune,Luxury Pune Inn 339,18.600777,73.923601,4.3,"24/7 Room service, Gym, Restaurant, AC, Pet-friendly, Free breakfast, Free parking, TV with cable, Swimming pool",1724.0,"Meditation, Tech Park Tours, Heritage Walk"
Mumbai,Grand Mumbai Inn 182,18.990667,72.800524,4.8,"Swimming pool, Coffee maker, Airport shuttle, Bar, WiFi, Free parking, AC, Restaurant",13372.0,"Skiing, Tech Park Tours, Boat Tours"
Mumbai,Cozy Mumbai Inn 295,19.171995,72.969297,4.6,"24/7 Room service, Coffee maker, Balcony view, Free breakfast, Mini bar, WiFi, Free parking, Swimming pool, Bar, Business center",10233.0,"River Cruise, Nightlife, Surfing"
Bengaluru,Comfort Bengaluru Retreat 439,21.558772,71.130877,3.7,"Restaurant, TV with cable, Free parking, Laundry service, Mini bar",5274.0,"River Cruise, Palace Tours, Cultural Tours"
Pune,Cozy Pune Suites 312,18.670759,73.78013,4.5,"Laundry service, Swimming pool, Pet-friendly, 24/7 Room service, Child-friendly, Free breakfast, TV with cable, Coffee maker, Bar, Airport shuttle",17233.0,"River Cruise, Historical Tours, Palace Tours"
Mumbai,Elite Mumbai Haven 137,18.998816,72.855592,4.1,"Business center, Laundry service, Pet-friendly, Mini bar, Balcony view",12403.0,"Street Food Tasting, Relaxing, Lake Boating"
Mumbai,Serene Mumbai Palace 348,18.972415,72.846575,4.1,"Child-friendly, Spa services, Conference room, Coffee maker, Gym, 24/7 Room service, Pet-friendly, Airport shuttle",19512.0,"Kayaking, Sightseeing, Trekking"
Bengaluru,Elegant Bengaluru Villa 494,10.36616,83.326942,3.5,"Free parking, Conference room, Business center, Mini bar, Airport shuttle, WiFi, 24/7 Room service, Pet-friendly, Balcony view, Restaurant",19301.0,"Backwater Cruise, Camping, Swimming"
Bengaluru,Elite Bengaluru Lodge 77,21.405283,89.187607,4.5,"Mini bar, WiFi, TV with cable, Swimming pool, Laundry service, Business center, Conference room, 24/7 Room service, Child-friendly",13819.0,"Meditation, Tech Park Tours, Temple Visits"
Bengaluru,Serene Bengaluru Haven 354,34.952476,85.867521,4.5,"AC, Laundry service, Bar, Business center, Spa services, Restaurant, Mini bar, Airport shuttle",19062.0,"Palace Tours, Heritage Walk, Shopping"
Bengaluru,Serene Bengaluru Suites 276,13.596331,76.408503,3.4,"Free breakfast, Child-friendly, Business center, Swimming pool, Balcony view, TV with cable, Bar, Pet-friendly, AC",1101.0,"Rock Garden Visit, Palace Tours, Camping"
Pune,Heritage Pune Hotel 110,18.506933,73.911792,3.3,"Spa services, Free breakfast, Free parking, Child-friendly, WiFi",4607.0,"Historical Tours, Tech Park Tours, Relaxing"
Bengaluru,Comfort Bengaluru Resort 227,12.996763,74.7119,4.1,"Free breakfast, Conference room, Business center, Child-friendly, AC, Mini bar, Balcony view, Coffee maker, Spa services, Gym",14879.0,"Desert Safari, Surfing, Toy Train Ride"
Bengaluru,Luxury Bengaluru Retreat 121,20.562899,78.613396,4.6,"Child-friendly, Spa services, Laundry service, AC, Bar, Conference room, Airport shuttle",4713.0,"Trekking, Museum Tours, Boating"
Bengaluru,Elite Bengaluru Retreat 297,24.186867,76.486696,4.4,"AC, Laundry service, Conference room, Business center, Pet-friendly, 24/7 Room service, Child-friendly, Restaurant, Mini bar, Free parking",8101.0,"Rock Garden Visit, Heritage Walks, Trekking"
Pune,Royal Pune Inn 491,18.525847,73.835225,4.0,"Free parking, Spa services, Restaurant, Bar, Balcony view, Pet-friendly, Conference room, Free breakfast, Swimming pool, Gym",14503.0,"General Sightseeing, Street Food Tasting, Fort Visits"
Mumbai,Grand Mumbai Villa 97,19.246067,72.948322,4.2,"AC, Mini bar, Coffee maker, Swimming pool, Restaurant",10080.0,"Heritage Walk, Food Tasting, Relaxing"
Mumbai,Grand Mumbai Suites 180,19.226794,72.78157,4.0,"AC, Swimming pool, Child-friendly, Pet-friendly, Spa services, Free parking, Mini bar",17077.0,"Heritage Walk, Palace Tours, Relaxing"
Pune,Heritage Pune Haven 372,18.435697,73.743665,4.3,"Mini bar, WiFi, Swimming pool, Laundry service, Free breakfast, Gym, Airport shuttle",18581.0,"Rock Garden Visit, Tech Park Tours, Temple Visits"
Bengaluru,Heritage Bengaluru Hotel 338,13.935837,76.309775,3.4,"TV with cable, Restaurant, Coffee maker, Balcony view, Free parking, Bar, Laundry service, 24/7 Room service, Spa services",12571.0,"Food Tasting, Palace Tours, Shopping"
Bengaluru,Elegant Bengaluru Palace 130,31.135361,80.868628,3.8,"Pet-friendly, AC, Gym, Swimming pool, Coffee maker, 24/7 Room service, Spa services, TV with cable",4645.0,"Heritage Walks, Surfing, Boat Ride on Ganges"
Pune,Elite Pune Hotel 260,18.445426,73.86175,3.9,"Swimming pool, Coffee maker, Balcony view, Conference room, AC",14522.0,"Street Food Tasting, Tech Park Tours, River Cruise"
Bengaluru,Elegant Bengaluru Resort 385,28.915745,75.321564,3.8,"24/7 Room service, Free parking, Swimming pool, Mini bar, Coffee maker, AC, Business center, Pet-friendly, Airport shuttle",19832.0,"Museum Visits, Street Food Tasting, Shopping"
Pune,Cozy Pune Lodge 386,18.530107,73.76592,3.5,"Restaurant, Conference room, Spa services, WiFi, Balcony view, TV with cable",7786.0,"Museum Visits, Cultural Shows, Heritage Walks"
Mumbai,Elite Mumbai Resort 5,18.939512,72.979175,3.6,"WiFi, Restaurant, Child-friendly, Free parking, Swimming pool, Spa services, Free breakfast, Coffee maker, Mini bar, Laundry service",19982.0,"Meditation, Fishing, Street Food"
Bengaluru,Cozy Bengaluru Resort 289,15.833154,80.889942,3.1,"24/7 Room service, Gym, Balcony view, Free breakfast, Restaurant, WiFi, Mini bar, TV with cable, Spa services, Airport shuttle",15427.0,"Camping, Surfing, Street Food Tasting"
Mumbai,Elite Mumbai Haven 393,19.098197,72.769245,4.0,"24/7 Room service, Free breakfast, Airport shuttle, Laundry service, Mini bar, Swimming pool, Free parking, Pet-friendly, Spa services, Child-friendly",19482.0,"Boating, Relaxing, Rock Garden Visit"
Pune,Luxury Pune Inn 70,18.438561,73.747974,4.7,"Gym, TV with cable, Free breakfast, Spa services, Pet-friendly",16932.0,"Boat Ride on Ganges, Cultural Shows, Toy Train Ride"
Mumbai,Serene Mumbai Resort 403,18.965587,72.85959,3.9,"Child-friendly, 24/7 Room service, Free parking, WiFi, Conference room, Coffee maker, Free breakfast",13358.0,"Trekking, Fort Visits, Camping"
Bengaluru,Grand Bengaluru Villa 328,15.431189,74.547862,3.8,"Free parking, TV with cable, Conference room, Balcony view, Coffee maker, Gym, Business center, 24/7 Room service, Bar, Laundry service",5574.0,"Cave Exploration, Toy Train Ride, Paragliding"
Bengaluru,Luxury Bengaluru Suites 346,15.194745,71.92959,4.2,"TV with cable, Airport shuttle, Swimming pool, Balcony view, AC",3508.0,"Meditation, River Cruise, Museum Visits"
Pune,Heritage Pune Retreat 203,18.475009,73.819457,5.0,"Swimming pool, Free parking, Pet-friendly, Bar, Mini bar, TV with cable, 24/7 Room service",8323.0,"Relaxing, Heritage Walks, Tech Park Tours"
Bengaluru,Luxury Bengaluru Villa 60,23.852179,88.690918,4.5,"Airport shuttle, Free breakfast, Conference room, AC, Business center, Laundry service, Balcony view, Spa services, Child-friendly",8237.0,"Lake Boating, General Sightseeing, Heritage Walks"
Bengaluru,Cozy Bengaluru Retreat 472,22.069383,84.218924,3.1,"Spa services, Laundry service, Swimming pool, Pet-friendly, Child-friendly, Free parking",14441.0,"Historical Tours, Street Food Tasting, Rock Garden Visit"
Mumbai,Grand Mumbai Retreat 218,18.891712,72.980124,4.3,"Coffee maker, Gym, Airport shuttle, Swimming pool, Free breakfast, 24/7 Room service, Restaurant, Laundry service",16344.0,"Street Food Tasting, Sightseeing, Museum Tours"
Bengaluru,Serene Bengaluru Suites 21,22.08245,79.793078,4.7,"WiFi, Pet-friendly, Coffee maker, TV with cable, Free parking, Restaurant, AC, Business center, Free breakfast",13249.0,"Camping, Desert Safari, Skiing"
Mumbai,Elegant Mumbai Haven 275,19.050709,72.914985,4.3,"Pet-friendly, Restaurant, Business center, Airport shuttle, Child-friendly, AC",12540.0,"Boat Ride on Ganges, Palace Tours, Nightlife"
Bengaluru,Elegant Bengaluru Lodge 342,24.889225,71.697649,3.0,"TV with cable, Laundry service, Balcony view, Business center, Free breakfast, Conference room, Bar, Swimming pool",5767.0,"Swimming, Heritage Walk, Desert Safari"
Bengaluru,Elite Bengaluru Retreat 406,30.199032,72.323758,4.7,"Gym, Airport shuttle, TV with cable, Laundry service, 24/7 Room service",12917.0,"Paragliding, Beach Walk, Fishing"
Pune,Serene Pune Palace 479,18.616765,73.722876,5.0,"Free parking, Business center, Free breakfast, Swimming pool, Coffee maker, TV with cable",7762.0,"Taj Mahal Visit, Trekking, Heritage Walks"
Bengaluru,Grand Bengaluru Inn 339,16.989551,77.514904,4.3,"WiFi, Child-friendly, Pet-friendly, Mini bar, Swimming pool, Balcony view, 24/7 Room service, Business center, TV with cable, Free breakfast",3611.0,"Paragliding, Boat Tours, Boat Ride on Ganges"
Bengaluru,Serene Bengaluru Inn 283,23.974793,86.508709,3.6,"Mini bar, Airport shuttle, Bar, Free parking, Restaurant, Balcony view, AC, Child-friendly",12844.0,"Food Tasting, Sightseeing, Cultural Shows"
Mumbai,Heritage Mumbai Inn 472,19.128238,72.75824,4.1,"Business center, Pet-friendly, Free breakfast, Bar, Coffee maker, Gym, Swimming pool",9182.0,"Boat Ride on Ganges, Cultural Shows, General Sightseeing"
Mumbai,Heritage Mumbai Lodge 88,19.224971,72.841873,3.4,"WiFi, Restaurant, TV with cable, Free parking, Bar",11769.0,"Street Food Tasting, Paragliding, Nightlife"
Bengaluru,Cozy Bengaluru Haven 284,31.581298,74.211243,3.3,"Coffee maker, Pet-friendly, Swimming pool, Gym, Laundry service, Business center",18453.0,"Boat Ride on Ganges, Museum Tours, Shopping"
Pune,Luxury Pune Haven 284,18.453084,73.73271,4.8,"Swimming pool, Spa services, AC, Free parking, Free breakfast, Gym, Pet-friendly, Airport shuttle, Balcony view, Child-friendly",2782.0,"Camping, Temple Visits, Boat Ride on Ganges"
Pune,Elite Pune Retreat 245,18.691082,73.990928,3.3,"Coffee maker, Mini bar, Gym, Free parking, Spa services, Free breakfast, Child-friendly, 24/7 Room service, Restaurant, Business center",18117.0,"Museum Tours, Meditation, Tech Park Tours"
Mumbai,Grand Mumbai Lodge 453,18.943206,72.751617,3.6,"Free parking, Swimming pool, Pet-friendly, WiFi, Free breakfast, Laundry service",18125.0,"Palace Tours, Street Food Tasting, Museum Visits"
Pune,Elegant Pune Lodge 169,18.579028,73.973744,3.4,"Laundry service, Balcony view, Conference room, Spa services, WiFi, 24/7 Room service",1281.0,"Meditation, Paragliding, Lake Boating"
Pune,Elegant Pune Inn 433,18.5402,73.885982,3.1,"Spa services, Free breakfast, Business center, TV with cable, Laundry service, Conference room, 24/7 Room service, Coffee maker, Airport shuttle",6366.0,"Nightlife, Rock Garden Visit, Camping"
Bengaluru,Comfort Bengaluru Retreat 363,20.295386,75.956012,3.5,"AC, Conference room, Balcony view, Coffee maker, Laundry service, WiFi, Business center",11712.0,"Cave Exploration, River Cruise, Museum Visits"
Pune,Cozy Pune Haven 100,18.509407,73.741939,3.2,"24/7 Room service, Free parking, Restaurant, Business center, Pet-friendly, Spa services, Airport shuttle, Mini bar, AC, Conference room",9361.0,"Rock Garden Visit, Cultural Shows, Fishing"
Mumbai,Elegant Mumbai Villa 173,19.097835,72.959234,3.4,"Airport shuttle, Bar, Laundry service, WiFi, Pet-friendly, Swimming pool",14993.0,"Relaxing, Tech Park Tours, Boat Tours"
Bengaluru,Heritage Bengaluru Retreat 89,14.795848,72.844485,4.7,"TV with cable, Airport shuttle, Child-friendly, Swimming pool, WiFi, Restaurant, AC, Balcony view",8256.0,"Surfing, Boat Tours, Shopping"
Pune,Cozy Pune Retreat 272,18.6672,73.889568,3.5,"Pet-friendly, Conference room, Airport shuttle, Swimming pool, Free parking",2111.0,"River Cruise, Cultural Shows, Paragliding"
Mumbai,Heritage Mumbai Villa 296,19.228467,72.787968,4.6,"TV with cable, Mini bar, Airport shuttle, Child-friendly, Pet-friendly, Gym, Bar, Restaurant",17753.0,"Beach Walk, Palace Tours, Museum Tours"
Mumbai,Luxury Mumbai Palace 159,19.00757,72.969782,4.0,"Pet-friendly, Restaurant, Free breakfast, Conference room, Coffee maker, Child-friendly, Business center",9935.0,"Cultural Tours, Museum Tours, Museum Visits"
Bengaluru,Elite Bengaluru Lodge 121,15.115286,75.227715,4.0,"Swimming pool, Gym, Balcony view, TV with cable, Free breakfast, Mini bar, AC, Airport shuttle, Conference room",18591.0,"Rock Garden Visit, Marina Beach Walk, Heritage Walk"
Pune,Cozy Pune Haven 326,18.63233,73.889874,3.6,"Spa services, Laundry service, Mini bar, Free breakfast, Balcony view, Pet-friendly, Airport shuttle, Coffee maker, AC",2210.0,"Fort Visits, Cave Exploration, Museum Tours"
Bengaluru,Serene Bengaluru Resort 52,25.721669,78.120167,3.5,"Swimming pool, Business center, Free parking, Laundry service, Conference room, WiFi, Mini bar, Bar, Child-friendly, Coffee maker",16357.0,"Historical Tours, Trekking, Food Tasting"
Mumbai,Cozy Mumbai Suites 63,19.234064,72.847475,3.8,"Business center, TV with cable, Bar, Laundry service, Gym, Free breakfast, Restaurant, Pet-friendly, Mini bar, Balcony view",13192.0,"Meditation, Paragliding, Kayaking"
Bengaluru,Heritage Bengaluru Haven 191,10.817091,88.044668,4.5,"Conference room, Business center, Free breakfast, Swimming pool, AC, Coffee maker, Restaurant",13532.0,"Surfing, Backwater Cruise, Boating"
Mumbai,Comfort Mumbai Suites 426,19.034633,72.977012,4.0,"Spa services, Mini bar, 24/7 Room service, TV with cable, Free parking, AC, Laundry service",19703.0,"Desert Safari, Museum Visits, Meditation"
Bengaluru,Luxury Bengaluru Palace 460,15.085397,76.950371,4.4,"24/7 Room service, Spa services, Conference room, Mini bar, Balcony view, Child-friendly, Bar",3051.0,"Skiing, River Cruise, Fort Visits"
Bengaluru,Cozy Bengaluru Retreat 230,25.788495,83.393798,4.6,"Bar, Free parking, Child-friendly, Free breakfast, Conference room, Swimming pool, Business center, Laundry service, Mini bar",4770.0,"Nightlife, Museum Visits, Sightseeing"
Pune,Cozy Pune Resort 319,18.639598,73.979023,4.5,"Conference room, Gym, Restaurant, Business center, Coffee maker, Swimming pool, WiFi, Mini bar",17265.0,"Palace Tours, Desert Safari, Temple Visits"
Pune,Comfort Pune Haven 475,18.569526,73.834077,3.5,"24/7 Room service, Mini bar, Airport shuttle, Child-friendly, WiFi, Conference room, Free parking",7640.0,"Surfing, Street Food Tasting, Temple Visits"
Mumbai,Elite Mumbai Palace 141,19.035521,72.916811,4.4,"AC, Restaurant, Swimming pool, TV with cable, Conference room",16164.0,"Backwater Cruise, Boat Tours, Camping"
Bengaluru,Serene Bengaluru Hotel 199,31.938589,70.862703,3.3,"Airport shuttle, Free parking, Free breakfast, Gym, TV with cable, WiFi, Restaurant",15517.0,"Relaxing, Museum Tours, Boat Ride on Ganges"
Mumbai,Comfort Mumbai Palace 323,19.231698,72.823319,4.8,"TV with cable, Mini bar, Bar, Restaurant, Conference room, AC, Pet-friendly, Free parking, Gym, Business center",3668.0,"Street Food Tasting, Kayaking, Historical Tours"
Pune,Comfort Pune Haven 292,18.648068,73.878638,4.4,"Bar, Child-friendly, Airport shuttle, Free parking, Gym, Conference room, Restaurant",15738.0,"Fishing, Toy Train Ride, Museum Tours"
Pune,Comfort Pune Inn 108,18.561726,73.746537,4.2,"AC, WiFi, Balcony view, Mini bar, Restaurant, 24/7 Room service, Swimming pool, TV with cable",9613.0,"Boating, Heritage Walks, Lake Boating"
