occupancy,room_type,bedcount,month,price
0.79,Sharing,2,July,5440.5
0.14,Sharing,2,July,4173
0.66,Sharing,2,July,5187
0.35,Sharing,2,July,4582.5
0.94,Sharing,2,July,5733
0.79,Sharing,2,July,5440.5
0.12,Sharing,2,July,4134
0.1,Sharing,2,July,4095
0.63,Sharing,2,July,5128.5
0.35,Sharing,2,July,4582.5
0.45,Sharing,2,July,4777.5
0.92,Sharing,2,July,5694
0.76,Sharing,2,July,5382
0.18,Sharing,2,July,4251
0.68,Sharing,2,July,5226
0.5,Sharing,2,July,4875
0.1,Sharing,2,July,4095
0.72,Sharing,2,July,5304
0.4,Sharing,2,July,4680
0.21,Sharing,2,July,4309.5
0.55,Sharing,2,July,4972.5
0.99,Sharing,2,July,5830.5
0.26,Sharing,3,July,5141.5
0.89,Sharing,3,July,6574.75
0.27,Sharing,3,July,5164.25
0.83,Sharing,3,July,6438.25
0.48,Sharing,3,July,5642
0.77,Sharing,3,July,6301.75
0.34,Sharing,3,July,5323.5
0.7,Sharing,3,July,6142.5
0.3,Sharing,3,July,5232.5
0.94,Sharing,3,July,6688.5
0.66,Sharing,3,July,6051.5
0.42,Sharing,3,July,5505.5
0.45,Sharing,3,July,5573.75
0.75,Sharing,3,July,6256.25
0.76,Sharing,3,July,6279
0.74,Sharing,3,July,6233.5
0.58,Sharing,3,July,5869.5
0.04,Sharing,3,July,4641
0.12,Sharing,3,July,4823
0.01,Sharing,3,July,4572.75
0.66,Sharing,3,July,6051.5
0.37,Sharing,3,July,5391.75
0.12,Sharing,3,July,4823
0.1,Sharing,3,July,4777.5
0.13,Sharing,3,July,4845.75
0.49,Sharing,3,July,5664.75
0.77,Sharing,3,July,6301.75
0.93,Sharing,3,July,6665.75
0.27,Sharing,3,July,5164.25
0.61,Sharing,3,July,5937.75
0.2,Sharing,3,July,5005
0.33,Sharing,3,July,5300.75
0.62,Sharing,3,July,5960.5
0.18,Sharing,3,July,4959.5
0.64,Sharing,3,July,6006
0.17,Sharing,3,July,4936.75
0.28,Sharing,3,July,5187
0.38,Sharing,3,July,5414.5
0.08,Sharing,3,July,4732
0.86,Sharing,3,July,6506.5
0.58,Sharing,3,July,5869.5
0.5,Sharing,3,July,5687.5
0.41,Sharing,3,July,5482.75
0.25,Sharing,3,July,5118.75
0.56,Sharing,3,July,5824
0.75,Sharing,3,July,6256.25
0.77,Sharing,3,July,6301.75
0.3,Sharing,3,July,5232.5
0.35,Sharing,3,July,5346.25
0.99,Sharing,3,July,6802.25
0.31,Sharing,1,August,3465
0.34,Sharing,1,August,3510
0.33,Sharing,1,August,3495
0.78,Sharing,1,August,4170
0.59,Sharing,1,August,3885
0.27,Sharing,1,August,3405
0.98,Sharing,1,August,4470
0.94,Sharing,1,August,4410
0.89,Sharing,1,August,4335
0.32,Sharing,1,August,3480
0.09,Sharing,1,August,3135
0.64,Sharing,1,August,3960
0.22,Sharing,1,August,3330
0.68,Sharing,1,August,4020
0.04,Sharing,1,August,3060
0.07,Sharing,1,August,3105
0.71,Sharing,1,August,4065
0.45,Sharing,1,August,3675
0.5,Sharing,1,August,3750
0.09,Sharing,1,August,3135
0.9,Sharing,1,August,4350
0.57,Sharing,1,August,3855
0.68,Sharing,1,August,4020
0.7,Sharing,1,August,4050
0.16,Sharing,1,August,3240
0.13,Sharing,1,August,3195
0.41,Sharing,1,August,3615
0.41,Sharing,1,August,3615
0.18,Sharing,1,August,3270
0.25,Sharing,1,August,3375
0.85,Sharing,1,August,4275
0.99,Sharing,1,August,4485
0.54,Sharing,1,August,3810
0.1,Sharing,1,August,3150
0.22,Sharing,1,August,3330
0.25,Sharing,1,August,3375
0.83,Sharing,1,August,4245
0.6,Sharing,1,August,3900
0.56,Sharing,1,August,3840
0.05,Sharing,1,August,3075
0.7,Sharing,1,August,4050
0.63,Sharing,1,August,3945
0.42,Sharing,1,August,3630
0.82,Sharing,1,August,4230
0.1,Sharing,1,August,3150
0.07,Sharing,1,August,3105
0.41,Sharing,1,August,3615
0.54,Sharing,1,August,3810
0.72,Sharing,1,August,4080
0.14,Sharing,1,August,3210
0.39,Sharing,2,August,4302
0.59,Sharing,2,August,4662
0.48,Sharing,2,August,4464
0.95,Sharing,2,August,5310
0.94,Sharing,2,August,5292
0.79,Sharing,2,August,5022
0.35,Sharing,2,August,4230
0.51,Sharing,2,August,4518
0.91,Sharing,2,August,5238
0.54,Sharing,2,August,4572
0.43,Sharing,2,August,4374
0.57,Sharing,2,August,4626
0.56,Sharing,2,August,4608
0.01,Sharing,2,August,3618
0.18,Sharing,2,August,3924
0.81,Sharing,2,August,5058
0.93,Sharing,2,August,5274
0.77,Sharing,2,August,4986
0.28,Sharing,2,August,4104
0.18,Sharing,2,August,3924
0.36,Sharing,2,August,4248
0.98,Sharing,2,August,5364
0.21,Sharing,2,August,3978
0.62,Sharing,2,August,4716
0.45,Sharing,2,August,4410
0.22,Sharing,2,August,3996
0.09,Sharing,2,August,3762
0.68,Sharing,2,August,4824
1,Sharing,2,August,5400
0.11,Sharing,2,August,3798
0.24,Sharing,2,August,4032
0.28,Sharing,2,August,4104
0.72,Sharing,2,August,4896
0.85,Sharing,2,August,5130
0.93,Sharing,2,August,5274
0.25,Sharing,2,August,4050
0.6,Sharing,2,August,4680
0.73,Sharing,2,August,4914
0.19,Sharing,2,August,3942
0.47,Sharing,2,August,4446
0.13,Sharing,2,August,3834
0.79,Sharing,2,August,5022
0.72,Sharing,2,August,4896
0.98,Sharing,2,August,5364
0.49,Sharing,2,August,4482
0.06,Sharing,2,August,3708
0.41,Sharing,2,August,4338
0,Sharing,2,August,3600
0.41,Sharing,2,August,4338
0.55,Sharing,2,August,4590
0.03,Sharing,3,August,4263
0.69,Sharing,3,August,5649
0.72,Sharing,3,August,5712
0.97,Sharing,3,August,6237
0.86,Sharing,3,August,6006
0.11,Sharing,3,August,4431
0.64,Sharing,3,August,5544
0.81,Sharing,3,August,5901
0.97,Sharing,3,August,6237
0.06,Sharing,3,August,4326
0.04,Sharing,3,August,4284
0.29,Sharing,3,August,4809
0.02,Sharing,3,August,4242
0.78,Sharing,3,August,5838
0.32,Sharing,3,August,4872
0.44,Sharing,3,August,5124
0.27,Sharing,3,August,4767
0.92,Sharing,3,August,6132
0.12,Sharing,3,August,4452
0.46,Sharing,3,August,5166
0.25,Sharing,3,August,4725
0.92,Sharing,3,August,6132
0.53,Sharing,3,August,5313
0.28,Sharing,3,August,4788
0.28,Sharing,3,August,4788
0.98,Sharing,3,August,6258
0.96,Sharing,3,August,6216
0.94,Sharing,3,August,6174
0.48,Sharing,3,August,5208
0.02,Sharing,3,August,4242
0.08,Sharing,3,August,4368
0.06,Sharing,3,August,4326
0.44,Sharing,3,August,5124
0.16,Sharing,3,August,4536
0.06,Sharing,3,August,4326
0.41,Sharing,3,August,5061
0.6,Sharing,3,August,5460
0.77,Sharing,3,August,5817
0.24,Sharing,3,August,4704
0.22,Sharing,3,August,4662
0.89,Sharing,3,August,6069
0.63,Sharing,3,August,5523
0.2,Sharing,3,August,4620
0.49,Sharing,3,August,5229
0.82,Sharing,3,August,5922
0.02,Sharing,3,August,4242
0.55,Sharing,3,August,5355
0.87,Sharing,3,August,6027
0.51,Sharing,3,August,5271
0.59,Sharing,3,August,5439
0.98,Sharing,1,September,3725
0.94,Sharing,1,September,3675
0.41,Sharing,1,September,3012.5
0.54,Sharing,1,September,3175
0.4,Sharing,1,September,3000
0.16,Sharing,1,September,2700
1,Sharing,1,September,3750
0.58,Sharing,1,September,3225
0.11,Sharing,1,September,2637.5
0.17,Sharing,1,September,2712.5
0.95,Sharing,1,September,3687.5
0.59,Sharing,1,September,3237.5
0.87,Sharing,1,September,3587.5
0.3,Sharing,1,September,2875
0.75,Sharing,1,September,3437.5
0.06,Sharing,1,September,2575
0.79,Sharing,1,September,3487.5
0.75,Sharing,1,September,3437.5
0.08,Sharing,1,September,2600
0.31,Sharing,1,September,2887.5
0.33,Sharing,1,September,2912.5
0.72,Sharing,1,September,3400
0.96,Sharing,1,September,3700
0.34,Sharing,1,September,2925
0.35,Sharing,1,September,2937.5
0.85,Sharing,1,September,3562.5
0.03,Sharing,1,September,2537.5
0.76,Sharing,1,September,3450
0.47,Sharing,1,September,3087.5
0.37,Sharing,1,September,2962.5
0.81,Sharing,1,September,3512.5
0.89,Sharing,1,September,3612.5
0.96,Sharing,1,September,3700
0.31,Sharing,1,September,2887.5
0.84,Sharing,1,September,3550
0.55,Sharing,1,September,3187.5
0.63,Sharing,1,September,3287.5
0.97,Sharing,1,September,3712.5
0.18,Sharing,1,September,2725
0.18,Sharing,1,September,2725
0.26,Sharing,1,September,2825
0.01,Sharing,1,September,2512.5
0.33,Sharing,1,September,2912.5
0.92,Sharing,1,September,3650
0.86,Sharing,1,September,3575
0.19,Sharing,1,September,2737.5
0.23,Sharing,1,September,2787.5
0.76,Sharing,1,September,3450
0.18,Sharing,1,September,2725
0.35,Sharing,1,September,2937.5
0.76,Sharing,2,September,4140
0.15,Sharing,2,September,3225
0.38,Sharing,2,September,3570
0.82,Sharing,2,September,4230
0.58,Sharing,2,September,3870
0.88,Sharing,2,September,4320
0.28,Sharing,2,September,3420
0.74,Sharing,2,September,4110
0.8,Sharing,2,September,4200
0.59,Sharing,2,September,3885
0.54,Sharing,2,September,3810
0.56,Sharing,2,September,3840
0.78,Sharing,2,September,4170
0.09,Sharing,2,September,3135
0.49,Sharing,2,September,3735
0.81,Sharing,2,September,4215
0.37,Sharing,2,September,3555
0.13,Sharing,2,September,3195
0.26,Sharing,2,September,3390
0.34,Sharing,2,September,3510
0.36,Sharing,2,September,3540
0.55,Sharing,2,September,3825
0.45,Sharing,2,September,3675
0.68,Sharing,2,September,4020
0.99,Sharing,2,September,4485
0.42,Sharing,2,September,3630
0.5,Sharing,2,September,3750
0.55,Sharing,2,September,3825
0.88,Sharing,2,September,4320
0.69,Sharing,2,September,4035
0.61,Sharing,2,September,3915
0.8,Sharing,2,September,4200
0.43,Sharing,2,September,3645
0.32,Sharing,2,September,3480
0.25,Sharing,2,September,3375
0.66,Sharing,2,September,3990
0.91,Sharing,2,September,4365
0.62,Sharing,2,September,3930
0.76,Sharing,2,September,4140
0.3,Sharing,2,September,3450
0.27,Sharing,2,September,3405
0.56,Sharing,2,September,3840
0.91,Sharing,2,September,4365
0.42,Sharing,2,September,3630
0.62,Sharing,2,September,3930
0.54,Sharing,2,September,3810
0.95,Sharing,2,September,4425
0.48,Sharing,2,September,3720
0.13,Sharing,2,September,3195
0.94,Sharing,2,September,4410
0.33,Sharing,3,September,4077.5
0.97,Sharing,3,September,5197.5
0.56,Sharing,3,September,4480
0.22,Sharing,3,September,3885
0.36,Sharing,3,September,4130
0.78,Sharing,3,September,4865
0.38,Sharing,3,September,4165
0.79,Sharing,3,September,4882.5
0.4,Sharing,3,September,4200
0.91,Sharing,3,September,5092.5
0.29,Sharing,3,September,4007.5
0.42,Sharing,3,September,4235
0.72,Sharing,3,September,4760
0.69,Sharing,3,September,4707.5
0.05,Sharing,3,September,3587.5
0.94,Sharing,3,September,5145
0.48,Sharing,3,September,4340
0.21,Sharing,3,September,3867.5
0.4,Sharing,3,September,4200
0.92,Sharing,3,September,5110
0.93,Sharing,3,September,5127.5
0.21,Sharing,3,September,3867.5
0.99,Sharing,3,September,5232.5
0.55,Sharing,3,September,4462.5
0.5,Sharing,3,September,4375
0.16,Sharing,3,September,3780
0.6,Sharing,3,September,4550
0.86,Sharing,3,September,5005
0.18,Sharing,3,September,3815
0.61,Sharing,3,September,4567.5
0.93,Sharing,3,September,5127.5
0.19,Sharing,3,September,3832.5
0.64,Sharing,3,September,4620
0.97,Sharing,3,September,5197.5
0.44,Sharing,3,September,4270
0.56,Sharing,3,September,4480
0.92,Sharing,3,September,5110
0.82,Sharing,3,September,4935
0.16,Sharing,3,September,3780
0.63,Sharing,3,September,4602.5
0.83,Sharing,3,September,4952.5
0.43,Sharing,3,September,4252.5
0.7,Sharing,3,September,4725
0.94,Sharing,3,September,5145
0.51,Sharing,3,September,4392.5
0.33,Sharing,3,September,4077.5
0.03,Sharing,3,September,3552.5
0.88,Sharing,3,September,5040
0.11,Sharing,3,September,3692.5
0.41,Sharing,3,September,4217.5
0.39,Sharing,1,October,3286.25
0.18,Sharing,1,October,2997.5
0.63,Sharing,1,October,3616.25
1,Sharing,1,October,4125
0.76,Sharing,1,October,3795
0.45,Sharing,1,October,3368.75
0.09,Sharing,1,October,2873.75
0.99,Sharing,1,October,4111.25
0.16,Sharing,1,October,2970
0.2,Sharing,1,October,3025
0.99,Sharing,1,October,4111.25
0.09,Sharing,1,October,2873.75
0.82,Sharing,1,October,3877.5
0.61,Sharing,1,October,3588.75
0.83,Sharing,1,October,3891.25
0.37,Sharing,1,October,3258.75
0.77,Sharing,1,October,3808.75
0.71,Sharing,1,October,3726.25
0.13,Sharing,1,October,2928.75
0.83,Sharing,1,October,3891.25
0.29,Sharing,1,October,3148.75
0.58,Sharing,1,October,3547.5
0.77,Sharing,1,October,3808.75
0.81,Sharing,1,October,3863.75
0.43,Sharing,1,October,3341.25
0.29,Sharing,1,October,3148.75
0.74,Sharing,1,October,3767.5
0.03,Sharing,1,October,2791.25
0.71,Sharing,1,October,3726.25
0.86,Sharing,1,October,3932.5
0.26,Sharing,1,October,3107.5
0.59,Sharing,1,October,3561.25
0.93,Sharing,1,October,4028.75
0.29,Sharing,1,October,3148.75
0.94,Sharing,1,October,4042.5
0.26,Sharing,1,October,3107.5
0.49,Sharing,1,October,3423.75
0.17,Sharing,1,October,2983.75
0.75,Sharing,1,October,3781.25
0.15,Sharing,1,October,2956.25
0.42,Sharing,1,October,3327.5
0.53,Sharing,1,October,3478.75
0.78,Sharing,1,October,3822.5
0.59,Sharing,1,October,3561.25
0.5,Sharing,1,October,3437.5
0.75,Sharing,1,October,3781.25
0.24,Sharing,1,October,3080
0.37,Sharing,1,October,3258.75
0.21,Sharing,1,October,3038.75
0.29,Sharing,1,October,3148.75
0.15,Sharing,2,October,3547.5
0.77,Sharing,2,October,4570.5
0.4,Sharing,2,October,3960
0.62,Sharing,2,October,4323
0.82,Sharing,2,October,4653
0.6,Sharing,2,October,4290
0.06,Sharing,2,October,3399
0.47,Sharing,2,October,4075.5
0.89,Sharing,2,October,4768.5
0.82,Sharing,2,October,4653
0.11,Sharing,2,October,3481.5
0.05,Sharing,2,October,3382.5
0.48,Sharing,2,October,4092
0.62,Sharing,2,October,4323
0.01,Sharing,2,October,3316.5
0.12,Sharing,2,October,3498
0.97,Sharing,2,October,4900.5
0.96,Sharing,2,October,4884
0.86,Sharing,2,October,4719
0.88,Sharing,2,October,4752
0.18,Sharing,2,October,3597
0.07,Sharing,2,October,3415.5
0.06,Sharing,2,October,3399
0.03,Sharing,2,October,3349.5
0.98,Sharing,2,October,4917
0.47,Sharing,2,October,4075.5
0.95,Sharing,2,October,4867.5
0.17,Sharing,2,October,3580.5
0.43,Sharing,2,October,4009.5
0.37,Sharing,2,October,3910.5
0.35,Sharing,2,October,3877.5
0.7,Sharing,2,October,4455
0.65,Sharing,2,October,4372.5
0.55,Sharing,2,October,4207.5
0.42,Sharing,2,October,3993
0.23,Sharing,2,October,3679.5
0.32,Sharing,2,October,3828
0.57,Sharing,2,October,4240.5
0.99,Sharing,2,October,4933.5
0.22,Sharing,2,October,3663
0.03,Sharing,2,October,3349.5
0.73,Sharing,2,October,4504.5
0.05,Sharing,2,October,3382.5
0.78,Sharing,2,October,4587
0.38,Sharing,2,October,3927
0.62,Sharing,2,October,4323
0.95,Sharing,2,October,4867.5
0.26,Sharing,2,October,3729
0.17,Sharing,2,October,3580.5
0.57,Sharing,2,October,4240.5
0.92,Sharing,3,October,5621
0.57,Sharing,3,October,4947.25
0.85,Sharing,3,October,5486.25
0.98,Sharing,3,October,5736.5
0.49,Sharing,3,October,4793.25
0.32,Sharing,3,October,4466
0.94,Sharing,3,October,5659.5
0.18,Sharing,3,October,4196.5
0.31,Sharing,3,October,4446.75
0.64,Sharing,3,October,5082
0.49,Sharing,3,October,4793.25
0.61,Sharing,3,October,5024.25
0.23,Sharing,3,October,4292.75
0.33,Sharing,3,October,4485.25
0.96,Sharing,3,October,5698
0.36,Sharing,3,October,4543
0.62,Sharing,3,October,5043.5
0.51,Sharing,3,October,4831.75
0.22,Sharing,3,October,4273.5
0.3,Sharing,3,October,4427.5
0.71,Sharing,3,October,5216.75
0.63,Sharing,3,October,5062.75
0.1,Sharing,3,October,4042.5
0.43,Sharing,3,October,4677.75
0.83,Sharing,3,October,5447.75
0.82,Sharing,3,October,5428.5
0.1,Sharing,3,October,4042.5
0.95,Sharing,3,October,5678.75
0.68,Sharing,3,October,5159
0.36,Sharing,3,October,4543
0.11,Sharing,3,October,4061.75
0.9,Sharing,3,October,5582.5
0.07,Sharing,3,October,3984.75
0.86,Sharing,3,October,5505.5
0.04,Sharing,3,October,3927
0.11,Sharing,3,October,4061.75
0.44,Sharing,3,October,4697
0.4,Sharing,3,October,4620
0.61,Sharing,3,October,5024.25
0.46,Sharing,3,October,4735.5
0.96,Sharing,3,October,5698
0.67,Sharing,3,October,5139.75
0.17,Sharing,3,October,4177.25
0.45,Sharing,3,October,4716.25
0.67,Sharing,3,October,5139.75
0.01,Sharing,3,October,3869.25
0.8,Sharing,3,October,5390
0.88,Sharing,3,October,5544
0.39,Sharing,3,October,4600.75
0.8,Sharing,3,October,5390
0.51,Sharing,1,November,3765
0.89,Sharing,1,November,4335
0.01,Sharing,1,November,3015
0.26,Sharing,1,November,3390
0.66,Sharing,1,November,3990
0.48,Sharing,1,November,3720
0.32,Sharing,1,November,3480
0.62,Sharing,1,November,3930
0.58,Sharing,1,November,3870
0.66,Sharing,1,November,3990
0.08,Sharing,1,November,3120
0.09,Sharing,1,November,3135
0.14,Sharing,1,November,3210
0.98,Sharing,1,November,4470
0.76,Sharing,1,November,4140
0.48,Sharing,1,November,3720
0.81,Sharing,1,November,4215
0.89,Sharing,1,November,4335
0.4,Sharing,1,November,3600
0.79,Sharing,1,November,4185
0.22,Sharing,1,November,3330
0.42,Sharing,1,November,3630
0.71,Sharing,1,November,4065
0.89,Sharing,1,November,4335
0.19,Sharing,1,November,3285
0.67,Sharing,1,November,4005
0.06,Sharing,1,November,3090
0.78,Sharing,1,November,4170
0.99,Sharing,1,November,4485
0.26,Sharing,1,November,3390
0.25,Sharing,1,November,3375
0.84,Sharing,1,November,4260
0.49,Sharing,1,November,3735
0.51,Sharing,1,November,3765
0.96,Sharing,1,November,4440
0.01,Sharing,1,November,3015
0.82,Sharing,1,November,4230
0.35,Sharing,1,November,3525
0.44,Sharing,1,November,3660
0.66,Sharing,1,November,3990
0.85,Sharing,1,November,4275
0.3,Sharing,1,November,3450
0.59,Sharing,1,November,3885
0.31,Sharing,1,November,3465
0.85,Sharing,1,November,4275
0.5,Sharing,1,November,3750
0.24,Sharing,1,November,3360
0.25,Sharing,1,November,3375
0.19,Sharing,1,November,3285
0.89,Sharing,1,November,4335
0.78,Sharing,2,November,5004
0.65,Sharing,2,November,4770
0.72,Sharing,2,November,4896
0.52,Sharing,2,November,4536
0.14,Sharing,2,November,3852
0.18,Sharing,2,November,3924
0.18,Sharing,2,November,3924
0.31,Sharing,2,November,4158
1,Sharing,2,November,5400
0.98,Sharing,2,November,5364
0.67,Sharing,2,November,4806
0.12,Sharing,2,November,3816
0.94,Sharing,2,November,5292
0.58,Sharing,2,November,4644
0.48,Sharing,2,November,4464
0.76,Sharing,2,November,4968
0.11,Sharing,2,November,3798
0.56,Sharing,2,November,4608
0.98,Sharing,2,November,5364
0.03,Sharing,2,November,3654
0.7,Sharing,2,November,4860
0.21,Sharing,2,November,3978
0.6,Sharing,2,November,4680
0.15,Sharing,2,November,3870
0.72,Sharing,2,November,4896
0.2,Sharing,2,November,3960
0.87,Sharing,2,November,5166
0.92,Sharing,2,November,5256
0.51,Sharing,2,November,4518
0.67,Sharing,2,November,4806
0.55,Sharing,2,November,4590
0.22,Sharing,2,November,3996
0.08,Sharing,2,November,3744
0.99,Sharing,2,November,5382
0.77,Sharing,2,November,4986
0.09,Sharing,2,November,3762
0.98,Sharing,2,November,5364
0.26,Sharing,2,November,4068
0.99,Sharing,2,November,5382
0.47,Sharing,2,November,4446
0.3,Sharing,2,November,4140
0.22,Sharing,2,November,3996
0.03,Sharing,2,November,3654
0.76,Sharing,2,November,4968
0.21,Sharing,2,November,3978
0.48,Sharing,2,November,4464
0.38,Sharing,2,November,4284
0.78,Sharing,2,November,5004
0.6,Sharing,2,November,4680
0.25,Sharing,2,November,4050
0.09,Sharing,3,November,4389
0.94,Sharing,3,November,6174
0.85,Sharing,3,November,5985
0.69,Sharing,3,November,5649
0.84,Sharing,3,November,5964
0.79,Sharing,3,November,5859
0.6,Sharing,3,November,5460
0.76,Sharing,3,November,5796
0.52,Sharing,3,November,5292
0.16,Sharing,3,November,4536
0.85,Sharing,3,November,5985
0.15,Sharing,3,November,4515
0.88,Sharing,3,November,6048
0.69,Sharing,3,November,5649
0.97,Sharing,3,November,6237
0.21,Sharing,3,November,4641
0.99,Sharing,3,November,6279
0.46,Sharing,3,November,5166
0.26,Sharing,3,November,4746
0.95,Sharing,3,November,6195
0.97,Sharing,3,November,6237
0.52,Sharing,3,November,5292
0.94,Sharing,3,November,6174
0.77,Sharing,3,November,5817
0.62,Sharing,3,November,5502
0.26,Sharing,3,November,4746
0.22,Sharing,3,November,4662
0.84,Sharing,3,November,5964
0.65,Sharing,3,November,5565
0.63,Sharing,3,November,5523
0.03,Sharing,3,November,4263
0.87,Sharing,3,November,6027
0.05,Sharing,3,November,4305
0.59,Sharing,3,November,5439
0.34,Sharing,3,November,4914
0.57,Sharing,3,November,5397
0.61,Sharing,3,November,5481
0.68,Sharing,3,November,5628
0.14,Sharing,3,November,4494
0.56,Sharing,3,November,5376
0.42,Sharing,3,November,5082
0.67,Sharing,3,November,5607
0.69,Sharing,3,November,5649
0.06,Sharing,3,November,4326
0.63,Sharing,3,November,5523
0.08,Sharing,3,November,4368
0.33,Sharing,3,November,4893
0.55,Sharing,3,November,5355
0.99,Sharing,3,November,6279
0.48,Sharing,3,November,5208
0.16,Sharing,1,December,4860
0.64,Sharing,1,December,5940
0.76,Sharing,1,December,6210
0.97,Sharing,1,December,6682.5
0.79,Sharing,1,December,6277.5
0.17,Sharing,1,December,4882.5
0.96,Sharing,1,December,6660
0.92,Sharing,1,December,6570
0.22,Sharing,1,December,4995
0.11,Sharing,1,December,4747.5
0.44,Sharing,1,December,5490
0.29,Sharing,1,December,5152.5
0.22,Sharing,1,December,4995
0.63,Sharing,1,December,5917.5
0.16,Sharing,1,December,4860
0.34,Sharing,1,December,5265
0.02,Sharing,1,December,4545
0.39,Sharing,1,December,5377.5
0.1,Sharing,1,December,4725
0.1,Sharing,1,December,4725
0.79,Sharing,1,December,6277.5
0.21,Sharing,1,December,4972.5
0.12,Sharing,1,December,4770
0.21,Sharing,1,December,4972.5
0.33,Sharing,1,December,5242.5
0.83,Sharing,1,December,6367.5
0.77,Sharing,1,December,6232.5
0.86,Sharing,1,December,6435
0.9,Sharing,1,December,6525
0.5,Sharing,1,December,5625
0.12,Sharing,1,December,4770
0.16,Sharing,1,December,4860
0.71,Sharing,1,December,6097.5
0.91,Sharing,1,December,6547.5
0.54,Sharing,1,December,5715
0.84,Sharing,1,December,6390
0.23,Sharing,1,December,5017.5
0.92,Sharing,1,December,6570
0.49,Sharing,1,December,5602.5
0.94,Sharing,1,December,6615
0.09,Sharing,1,December,4702.5
0.48,Sharing,1,December,5580
0.3,Sharing,1,December,5175
0.8,Sharing,1,December,6300
0.5,Sharing,1,December,5625
0.73,Sharing,1,December,6142.5
0.94,Sharing,1,December,6615
0.4,Sharing,1,December,5400
0.27,Sharing,1,December,5107.5
0.97,Sharing,1,December,6682.5
0.62,Sharing,2,December,7074
0.36,Sharing,2,December,6372
0.04,Sharing,2,December,5508
0.31,Sharing,2,December,6237
0.62,Sharing,2,December,7074
0.69,Sharing,2,December,7263
0.73,Sharing,2,December,7371
0.98,Sharing,2,December,8046
0.22,Sharing,2,December,5994
0.09,Sharing,2,December,5643
0.82,Sharing,2,December,7614
0.27,Sharing,2,December,6129
0.06,Sharing,2,December,5562
0.74,Sharing,2,December,7398
0.46,Sharing,2,December,6642
0.58,Sharing,2,December,6966
0.35,Sharing,2,December,6345
0.08,Sharing,2,December,5616
0.85,Sharing,2,December,7695
0.19,Sharing,2,December,5913
0.62,Sharing,2,December,7074
1,Sharing,2,December,8100
0.36,Sharing,2,December,6372
0.82,Sharing,2,December,7614
0.09,Sharing,2,December,5643
0.17,Sharing,2,December,5859
0.56,Sharing,2,December,6912
0.19,Sharing,2,December,5913
0.49,Sharing,2,December,6723
0.14,Sharing,2,December,5778
0.15,Sharing,2,December,5805
0.28,Sharing,2,December,6156
0.61,Sharing,2,December,7047
0.95,Sharing,2,December,7965
0.79,Sharing,2,December,7533
0.31,Sharing,2,December,6237
0.06,Sharing,2,December,5562
0.15,Sharing,2,December,5805
0.11,Sharing,2,December,5697
0.34,Sharing,2,December,6318
0.74,Sharing,2,December,7398
0.25,Sharing,2,December,6075
0.59,Sharing,2,December,6993
0.79,Sharing,2,December,7533
0.13,Sharing,2,December,5751
0.67,Sharing,2,December,7209
0.16,Sharing,2,December,5832
0.64,Sharing,2,December,7128
0.77,Sharing,2,December,7479
0.67,Sharing,2,December,7209
0.43,Sharing,3,December,7654.5
1,Sharing,3,December,9450
0.09,Sharing,3,December,6583.5
0.94,Sharing,3,December,9261
0.06,Sharing,3,December,6489
0.08,Sharing,3,December,6552
0.6,Sharing,3,December,8190
0.16,Sharing,3,December,6804
0.84,Sharing,3,December,8946
0.04,Sharing,3,December,6426
0.52,Sharing,3,December,7938
0.5,Sharing,3,December,7875
0.22,Sharing,3,December,6993
0.06,Sharing,3,December,6489
0.71,Sharing,3,December,8536.5
0.06,Sharing,3,December,6489
0.45,Sharing,3,December,7717.5
0.45,Sharing,3,December,7717.5
0.1,Sharing,3,December,6615
0.76,Sharing,3,December,8694
0.73,Sharing,3,December,8599.5
0.38,Sharing,3,December,7497
0.95,Sharing,3,December,9292.5
0.87,Sharing,3,December,9040.5
0.74,Sharing,3,December,8631
0.61,Sharing,3,December,8221.5
0.95,Sharing,3,December,9292.5
0.72,Sharing,3,December,8568
0.61,Sharing,3,December,8221.5
0.85,Sharing,3,December,8977.5
0.07,Sharing,3,December,6520.5
0.65,Sharing,3,December,8347.5
0.65,Sharing,3,December,8347.5
0.95,Sharing,3,December,9292.5
0.92,Sharing,3,December,9198
0,Sharing,3,December,6300
0.14,Sharing,3,December,6741
0.66,Sharing,3,December,8379
0.42,Sharing,3,December,7623
0.27,Sharing,3,December,7150.5
0.77,Sharing,3,December,8725.5
0.35,Sharing,3,December,7402.5
0.16,Sharing,3,December,6804
0.75,Sharing,3,December,8662.5
0.79,Sharing,3,December,8788.5
0.54,Sharing,3,December,8001
0.82,Sharing,3,December,8883
0.22,Sharing,3,December,6993
0.07,Sharing,3,December,6520.5
0.45,Sharing,3,December,7717.5
0.31,Luxury,1,January,5775
0.07,Luxury,1,January,5175
0.46,Luxury,1,January,6150
0.05,Luxury,1,January,5125
0.28,Luxury,1,January,5700
0.78,Luxury,1,January,6950
0.1,Luxury,1,January,5250
0.75,Luxury,1,January,6875
0.69,Luxury,1,January,6725
0.27,Luxury,1,January,5675
0.15,Luxury,1,January,5375
0.93,Luxury,1,January,7325
0.82,Luxury,1,January,7050
0.44,Luxury,1,January,6100
0.56,Luxury,1,January,6400
0.66,Luxury,1,January,6650
0.3,Luxury,1,January,5750
0.45,Luxury,1,January,6125
0.73,Luxury,1,January,6825
0.1,Luxury,1,January,5250
0.59,Luxury,1,January,6475
